order_item_id,order_id,product_id,quantity,subtotal
23853,38457,28,1,60.83
23854,9427,507,2,125.7
23855,6042,40,3,64.28
23856,15597,24,4,456.51
23857,552,392,1,273.62
23858,1881,888,3,374.68
23859,43498,287,2,151.2
23860,15790,580,1,103.55
23861,16414,772,1,112.95
23862,41352,36,2,199.16
23863,13522,632,5,374.67
23864,29313,440,4,61.0
23865,44781,754,3,473.43
23866,43855,45,2,20.77
23867,35416,932,2,320.36
23868,20830,197,3,444.22
23869,45836,657,1,215.01
23870,15474,165,5,240.66
23871,31213,478,4,79.19
23872,10938,883,2,369.14
23873,21810,300,2,417.86
23874,17924,387,1,264.88
23875,21015,49,2,147.95
23876,29245,250,2,140.77
23877,44868,847,5,340.3
23878,2596,704,2,119.19
23879,46358,811,5,293.23
23880,26703,164,3,158.16
23881,15658,581,2,140.2
23882,29291,354,4,124.64
23883,25477,487,1,347.17
23884,10933,71,5,173.99
23885,10590,352,1,354.5
23886,13948,730,1,79.43
23887,9881,240,1,195.9
23888,9087,521,5,345.01
23889,768,384,1,163.51
23890,5376,118,3,407.58
23891,32822,376,1,198.11
23892,5660,841,3,326.66
23893,17701,755,4,471.05
23894,18507,178,4,260.46
23895,45772,355,2,204.77
23896,30633,417,2,13.01
23897,22637,209,1,166.01
23898,37519,351,2,101.14
23899,31464,158,5,277.77
23900,14666,359,4,380.86
23901,26908,748,5,441.26
23902,30570,268,5,66.34
23903,14402,65,2,56.29
23904,16977,60,5,148.45
23905,38403,877,1,212.84
23906,29898,227,4,397.37
23907,6995,266,4,252.05
23908,28269,721,4,493.27
23909,20067,811,2,343.29
23910,31920,284,1,348.96
23911,45856,416,4,385.33
23912,43379,405,1,256.9
23913,30064,808,2,61.18
23914,2288,601,3,207.4
23915,10505,732,2,319.91
23916,939,146,4,293.7
23917,1013,781,5,251.88
23918,17010,744,5,452.13
23919,20740,577,2,67.32
23920,15936,270,4,405.12
23921,7566,890,4,350.64
23922,162,921,3,163.83
23923,43944,951,1,62.22
23924,11088,747,1,252.48
23925,13778,238,5,168.85
23926,21197,280,1,234.37
23927,3119,970,3,37.3
23928,14074,586,3,253.35
23929,9944,521,2,195.68
23930,4378,153,1,405.98
23931,31479,595,4,356.32
23932,7042,613,4,287.41
23933,40724,906,2,213.19
23934,5147,257,5,69.27
23935,22627,664,1,373.75
23936,14380,387,4,474.83
23937,36998,875,4,102.08
23938,14418,372,4,229.52
23939,7264,357,3,273.92
23940,31479,104,4,187.34
23941,11448,470,2,455.2
23942,19409,561,1,315.76
23943,22034,512,1,238.7
23944,4912,68,4,439.63
23945,21995,649,3,474.82
23946,26666,829,4,496.06
23947,48161,307,1,124.57
23948,44645,744,4,391.58
23949,26704,851,3,145.31
23950,39278,395,3,80.61
23951,41869,45,4,406.29
23952,34774,226,3,488.34
23953,38366,564,4,105.9
23954,41389,990,4,422.75
23955,39418,450,5,230.61
23956,26254,701,2,293.64
23957,4299,107,3,173.84
23958,19365,811,5,96.14
23959,16514,593,2,432.12
23960,13433,463,1,117.87
23961,2305,326,1,451.61
23962,20349,997,2,146.16
23963,37708,517,5,304.21
23964,39252,939,3,40.2
23965,9517,907,1,62.6
23966,20368,758,2,221.92
23967,35749,323,3,194.03
23968,18546,671,5,214.0
23969,27624,250,5,371.44
23970,24815,962,2,326.32
23971,8375,190,3,194.08
23972,2586,76,4,406.51
23973,20577,129,1,205.63
23974,6596,362,4,310.13
23975,18429,510,4,303.7
23976,13120,420,1,470.69
23977,41605,335,2,425.2
23978,374,365,5,492.56
23979,136,699,5,161.19
23980,27671,118,5,464.14
23981,28890,431,3,374.9
23982,42687,195,4,105.3
23983,39181,793,2,199.47
23984,29518,286,5,345.66
23985,26397,973,2,130.69
23986,40544,49,5,445.02
23987,33276,6,2,147.04
23988,20601,399,1,197.46
23989,18033,987,5,460.64
23990,43523,759,3,218.42
23991,10913,606,5,362.66
23992,14770,924,3,176.49
23993,23726,666,4,409.42
23994,32109,22,1,308.83
23995,21697,924,2,141.59
23996,41505,841,2,129.39
23997,45062,13,5,77.62
23998,21347,1000,4,390.24
23999,22492,967,4,429.02
24000,12200,348,1,466.69
24001,45668,745,3,242.81
24002,47697,156,5,419.76
24003,33083,950,2,397.76
24004,43973,297,3,382.12
24005,7011,31,5,316.93
24006,39201,995,4,79.83
24007,7747,305,5,411.32
24008,864,675,1,23.97
24009,16476,179,1,48.7
24010,10803,165,2,332.75
24011,12764,867,5,229.07
24012,9147,543,4,164.91
24013,35672,888,2,404.54
24014,30248,424,3,67.18
24015,46188,829,2,469.52
24016,30707,549,1,277.8
24017,29526,526,5,355.67
24018,37981,857,4,184.69
24019,33331,609,1,489.29
24020,29117,146,1,236.47
24021,39802,965,3,246.83
24022,1814,521,2,348.24
24023,22428,575,4,84.83
24024,34993,755,1,382.59
24025,34653,369,5,248.49
24026,35092,710,2,208.42
24027,28734,488,4,426.55
24028,48111,78,5,469.55
24029,12444,726,5,445.38
24030,11734,730,3,441.93
24031,35645,999,4,98.12
24032,35262,50,2,46.43
24033,18141,88,4,18.85
24034,42508,354,2,347.34
24035,49340,264,1,399.62
24036,10280,861,5,200.28
24037,33292,539,3,265.47
24038,22130,978,5,267.73
24039,48212,380,4,151.14
24040,17392,736,2,198.73
24041,14654,52,1,189.9
24042,14998,917,4,443.69
24043,33854,133,3,375.21
24044,7418,19,3,193.97
24045,3611,452,5,484.95
24046,48448,760,5,75.97
24047,3884,563,5,380.6
24048,19209,461,1,450.17
24049,23097,10,5,382.17
24050,39835,865,2,110.91
24051,22201,898,4,117.48
24052,36264,832,3,197.22
24053,16868,221,3,360.48
24054,31323,721,4,478.44
24055,4027,642,5,437.81
24056,14550,205,5,474.95
24057,41390,367,4,271.88
24058,11943,707,3,281.78
24059,24145,674,2,44.74
24060,29339,562,5,242.49
24061,12978,954,4,299.71
24062,48185,265,2,13.5
24063,15844,225,1,249.84
24064,7199,812,2,372.84
24065,6264,373,1,56.32
24066,12599,710,1,198.28
24067,13279,158,4,383.98
24068,13113,755,2,95.68
24069,37154,839,3,488.66
24070,22897,21,5,278.49
24071,5418,633,3,358.66
24072,30832,205,5,348.85
24073,6763,895,2,313.01
24074,13457,256,5,476.25
24075,11455,575,2,414.23
24076,42286,842,3,392.95
24077,43811,500,1,315.88
24078,26482,253,1,407.73
24079,27995,138,4,432.2
24080,47367,351,2,23.25
24081,7112,839,3,379.48
24082,45587,375,2,349.29
24083,10290,786,3,106.78
24084,28089,453,2,108.91
24085,38100,905,2,90.85
24086,2744,905,3,156.78
24087,37187,846,2,137.57
24088,25553,521,4,329.75
24089,36197,648,5,388.63
24090,11098,502,3,458.9
24091,40749,280,5,412.62
24092,19762,272,3,487.81
24093,22319,835,1,283.91
24094,15378,279,2,53.65
24095,12930,243,4,207.49
24096,47265,381,4,344.31
24097,39836,895,1,319.46
24098,33623,738,5,20.71
24099,28990,831,4,127.65
24100,21711,836,4,365.52
24101,47577,543,1,430.77
24102,865,702,2,81.69
24103,29965,359,3,469.89
24104,16736,711,1,83.76
24105,16581,855,5,392.51
24106,23859,546,2,463.34
24107,38164,439,4,222.02
24108,17739,369,2,64.58
24109,2626,321,1,487.96
24110,15730,91,3,459.98
24111,20137,870,5,215.16
24112,46688,590,5,394.14
24113,15818,336,1,84.09
24114,46895,497,2,424.31
24115,38240,626,3,193.57
24116,45616,323,2,430.43
24117,37546,850,2,474.63
24118,46847,366,4,366.68
24119,44535,267,1,343.06
24120,9546,532,3,225.26
24121,842,250,3,30.53
24122,45451,485,3,293.8
24123,20919,139,3,274.43
24124,5110,671,2,476.9
24125,4481,668,3,313.03
24126,9480,64,2,473.04
24127,36339,486,5,245.64
24128,38052,38,5,72.14
24129,32419,671,5,386.45
24130,3180,538,1,64.14
24131,36617,369,1,103.3
24132,12231,711,2,106.89
24133,46302,998,1,310.27
24134,37753,46,5,238.41
24135,6469,317,3,30.94
24136,7319,469,2,382.54
24137,27394,102,2,233.16
24138,15392,747,5,273.63
24139,25219,804,3,459.98
24140,37089,359,3,377.72
24141,41312,164,3,271.33
24142,4637,138,1,377.63
24143,25595,734,4,169.35
24144,2277,128,3,385.4
24145,33002,273,4,492.01
24146,28808,820,3,372.44
24147,41500,33,5,362.51
24148,19853,344,2,435.77
24149,10855,836,4,388.17
24150,4448,609,1,195.2
24151,20225,849,2,271.31
24152,35319,835,4,483.73
24153,5219,377,2,168.12
24154,7758,361,5,133.12
24155,49779,271,4,268.69
24156,46754,824,2,271.48
24157,32449,366,3,45.36
24158,10510,499,2,23.56
24159,39239,234,3,359.54
24160,4596,841,1,17.4
24161,3410,639,4,306.43
24162,35894,551,2,424.27
24163,34222,619,3,450.58
24164,8574,423,2,210.39
24165,162,390,3,67.07
24166,35003,389,1,431.33
24167,7798,385,4,439.2
24168,36514,259,1,427.73
24169,46322,64,4,186.87
24170,26561,551,4,440.82
24171,17405,185,1,371.23
24172,46001,777,4,354.03
24173,24838,979,5,381.18
24174,32885,275,1,341.12
24175,38695,268,3,471.76
24176,851,1000,1,376.94
24177,3473,278,2,112.98
24178,49701,975,4,266.96
24179,34921,350,3,399.44
24180,38953,274,5,197.83
24181,27682,906,4,224.48
24182,47138,636,4,470.84
24183,45485,570,3,365.16
24184,32585,115,5,232.25
24185,5504,1,4,174.45
24186,22710,176,3,333.19
24187,42596,27,2,178.01
24188,25307,869,4,457.43
24189,49201,633,3,66.53
24190,38094,987,1,206.86
24191,8494,919,1,227.59
24192,25833,559,2,203.52
24193,3944,682,5,333.36
24194,26058,989,5,25.29
24195,13787,716,2,444.74
24196,34761,270,4,339.79
24197,8227,242,1,206.63
24198,47206,761,1,100.34
24199,13091,597,2,46.05
24200,34156,470,1,77.23
24201,16555,345,2,393.11
24202,46606,521,1,182.79
24203,48404,103,2,59.11
24204,43037,915,3,83.65
24205,46309,185,4,95.78
24206,19422,177,1,289.17
24207,23735,763,5,283.22
24208,43654,826,4,486.94
24209,1719,189,2,475.29
24210,31788,983,2,169.12
24211,33845,48,2,62.39
24212,26026,53,1,393.68
24213,20064,961,1,449.18
24214,21429,350,2,344.93
24215,49397,230,3,151.49
24216,15514,307,3,31.83
24217,39073,559,5,189.61
24218,25821,736,3,36.48
24219,44877,739,5,411.06
24220,6299,601,5,159.34
24221,15504,156,4,39.49
24222,44977,978,3,15.85
24223,2498,983,5,466.49
24224,17935,851,3,220.1
24225,23162,364,1,403.27
24226,12346,932,4,56.09
24227,15161,514,1,396.93
24228,30104,366,2,468.55
24229,22137,617,4,395.9
24230,5541,892,2,446.58
24231,46202,89,2,167.15
24232,13138,406,5,179.33
24233,6527,289,3,249.53
24234,30058,99,5,367.58
24235,24808,183,3,129.34
24236,25237,454,5,460.53
24237,24808,413,2,389.64
24238,27075,797,4,199.12
24239,25743,812,3,371.09
24240,24257,449,1,266.79
24241,19442,981,1,177.71
24242,25936,149,5,478.68
24243,18014,467,4,491.13
24244,32493,784,4,176.53
24245,41402,604,5,171.63
24246,34943,711,4,383.49
24247,17595,120,4,34.2
24248,39699,999,2,69.77
24249,26325,494,4,126.5
24250,26973,297,4,356.13
24251,10072,787,1,276.84
24252,14868,123,1,213.15
24253,39149,629,3,231.94
24254,23372,897,5,133.96
24255,34772,794,5,294.28
24256,7384,65,1,450.06
24257,14889,479,5,373.84
24258,15957,561,4,248.64
24259,45294,736,1,329.97
24260,24725,845,5,135.52
24261,10432,907,4,401.93
24262,18949,335,2,264.8
24263,49094,530,3,35.2
24264,45050,116,3,48.22
24265,38726,873,2,295.08
24266,42737,74,3,415.11
24267,46692,143,4,97.57
24268,47346,946,4,34.14
24269,29792,343,3,470.09
24270,28689,828,3,298.55
24271,6447,573,3,12.67
24272,15615,716,5,106.28
24273,25283,820,1,162.68
24274,14496,249,5,456.0
24275,26177,766,2,298.26
24276,7615,573,4,141.68
24277,3336,653,3,96.69
24278,10784,231,3,422.8
24279,18149,457,2,389.57
24280,14365,877,3,409.45
24281,47486,42,2,64.19
24282,30165,522,3,10.24
24283,31392,362,4,426.88
24284,7930,20,3,171.87
24285,15201,105,4,336.32
24286,34395,915,2,226.4
24287,43314,916,1,25.73
24288,25694,3,1,268.03
24289,49740,838,5,131.4
24290,34113,681,1,344.69
24291,16581,730,3,338.78
24292,6523,929,3,234.86
24293,30392,793,5,85.11
24294,26874,644,3,257.35
24295,31393,698,5,326.1
24296,48833,179,2,208.1
24297,3249,420,1,207.55
24298,44678,77,2,150.67
24299,21364,688,3,220.19
24300,22718,113,2,31.6
24301,49945,878,3,97.8
24302,31741,920,4,265.64
24303,8403,904,4,434.27
24304,24178,272,5,389.96
24305,18443,579,5,146.59
24306,17342,314,1,98.72
24307,15038,997,2,436.57
24308,25854,161,4,62.34
24309,38543,217,4,397.39
24310,699,833,4,450.73
24311,32522,339,2,137.06
24312,1967,698,3,157.77
24313,20161,929,1,48.81
24314,27644,534,5,445.46
24315,14269,726,5,117.66
24316,44811,966,5,33.08
24317,24565,849,3,371.19
24318,43311,556,5,499.79
24319,43087,355,3,113.87
24320,20260,868,5,184.29
24321,33211,403,1,390.88
24322,16810,866,5,106.42
24323,11986,587,1,205.6
24324,24878,273,5,68.54
24325,3945,735,1,428.02
24326,25077,261,5,233.8
24327,29195,703,5,279.05
24328,19064,716,3,300.99
24329,11803,308,5,348.89
24330,22793,733,5,250.24
24331,3116,33,3,406.51
24332,735,346,2,108.61
24333,10557,122,2,122.51
24334,32661,751,3,269.66
24335,42678,336,3,300.64
24336,4899,988,2,183.5
24337,48448,619,5,97.27
24338,10855,711,4,426.71
24339,26639,863,5,148.02
24340,25943,801,4,255.88
24341,23324,612,3,380.19
24342,36813,692,5,484.3
24343,49620,484,1,489.07
24344,49149,829,2,234.33
24345,24578,435,1,412.02
24346,9790,988,3,187.45
24347,43812,481,3,362.83
24348,15158,452,1,171.71
24349,22843,731,1,454.74
24350,2196,934,1,177.89
24351,497,552,4,277.23
24352,42548,816,5,198.47
24353,11791,537,3,69.21
24354,35803,527,1,28.06
24355,41772,579,1,201.7
24356,43011,278,5,16.07
24357,11874,416,5,352.6
24358,8600,668,1,19.85
24359,36161,498,2,392.88
24360,17729,694,2,99.3
24361,16287,632,4,419.99
24362,47352,194,2,57.78
24363,44858,692,3,50.96
24364,18242,405,4,53.63
24365,42851,578,4,54.67
24366,47145,308,1,207.24
24367,49371,799,5,64.25
24368,23912,887,2,53.1
24369,20810,597,2,300.39
24370,47884,964,5,82.11
24371,19086,129,5,123.04
24372,10258,302,3,389.13
24373,49598,795,5,379.83
24374,13821,466,2,66.49
24375,24753,82,5,27.5
24376,11245,699,1,12.09
24377,5315,313,3,272.16
24378,9762,548,2,221.54
24379,42656,228,5,172.61
24380,29994,637,5,347.94
24381,16947,193,3,364.53
24382,7553,759,5,254.34
24383,18088,537,1,316.78
24384,26245,337,4,108.16
24385,18851,577,4,180.27
24386,7105,202,5,411.3
24387,14879,291,2,435.63
24388,48489,606,5,221.79
24389,11660,233,1,62.26
24390,36606,191,4,195.27
24391,477,878,3,405.43
24392,34315,944,5,355.11
24393,30799,662,2,340.89
24394,23083,395,5,464.29
24395,31611,598,5,229.25
24396,10720,136,5,134.93
24397,30302,366,2,336.23
24398,34838,796,4,23.77
24399,34535,690,4,164.77
24400,45530,119,2,365.42
24401,40121,148,1,285.02
24402,30879,275,4,64.44
24403,22822,763,2,162.1
24404,16196,188,1,40.08
24405,40058,590,2,375.75
24406,14187,732,3,197.45
24407,36557,274,5,387.62
24408,29684,490,4,418.56
24409,11786,722,1,178.39
24410,8305,573,2,406.89
24411,35691,406,2,19.64
24412,7182,72,1,424.8
24413,39293,577,3,15.93
24414,10162,820,2,417.86
24415,19729,154,2,322.08
24416,25995,93,2,416.47
24417,5201,746,5,97.77
24418,38234,374,3,296.46
24419,28365,44,3,280.32
24420,22410,928,3,236.41
24421,24109,54,3,98.24
24422,882,595,3,77.52
24423,5284,89,2,163.86
24424,41096,863,2,401.61
24425,4884,725,3,391.47
24426,37462,614,2,289.43
24427,45007,228,1,421.95
24428,43687,623,1,218.04
24429,19874,846,2,285.74
24430,20195,870,1,327.94
24431,31913,486,1,28.32
24432,17415,979,4,183.64
24433,32047,332,5,80.65
24434,41939,644,5,477.38
24435,20432,435,3,396.34
24436,45646,749,5,199.64
24437,14618,838,5,298.06
24438,28268,926,2,342.35
24439,39212,162,1,217.43
24440,20994,345,5,380.97
24441,15733,402,2,367.36
24442,22130,249,4,206.75
24443,8870,50,4,301.87
24444,40926,938,4,187.49
24445,47931,493,3,457.83
24446,26360,712,2,77.47
24447,1851,462,5,22.28
24448,25309,960,3,388.21
24449,31853,262,2,237.89
24450,10607,590,5,80.96
24451,19940,216,4,115.66
24452,42833,763,4,402.69
24453,39337,781,4,404.8
24454,27558,901,3,133.53
24455,32206,944,3,497.6
24456,34403,760,1,428.4
24457,44879,392,4,472.94
24458,29161,834,1,91.39
24459,25790,344,5,433.57
24460,21384,98,5,166.72
24461,4818,368,3,402.29
24462,36400,337,2,174.82
24463,33432,367,1,164.62
24464,31442,979,2,142.68
24465,521,45,3,418.75
24466,32038,853,2,375.73
24467,2926,592,3,147.07
24468,28533,444,4,245.21
24469,3034,134,4,408.61
24470,24209,469,5,152.82
24471,46314,748,1,340.67
24472,41899,150,3,244.02
24473,23868,602,4,67.06
24474,35657,53,3,292.81
24475,44027,72,3,423.87
24476,27001,472,4,257.43
24477,3511,875,3,358.46
24478,35209,691,3,37.77
24479,9752,512,5,405.39
24480,41105,497,1,473.17
24481,29691,153,2,145.56
24482,24618,332,2,149.23
24483,586,703,3,475.24
24484,25509,690,5,403.68
24485,37323,524,4,88.16
24486,7579,836,2,74.98
24487,49736,893,1,168.1
24488,21970,577,4,337.45
24489,17099,350,5,203.45
24490,44368,983,1,65.88
24491,37699,737,1,51.17
24492,2759,914,4,311.79
24493,42658,40,3,26.99
24494,38543,446,5,176.16
24495,22493,894,4,200.17
24496,41657,561,4,222.53
24497,19039,441,4,285.53
24498,27155,869,3,487.93
24499,32868,915,5,146.68
24500,30248,318,4,284.4
24501,38025,656,1,134.0
24502,12366,52,2,416.48
24503,25384,803,3,279.6
24504,41610,885,3,141.34
24505,18594,927,4,291.84
24506,4105,31,5,183.29
24507,49906,756,1,492.6
24508,10626,561,1,449.82
24509,10619,60,2,194.64
24510,21696,892,2,28.1
24511,47696,877,1,92.99
24512,3086,291,1,459.31
24513,14095,999,1,33.33
24514,3552,661,3,14.04
24515,46596,152,2,365.82
24516,41564,714,2,18.44
24517,46686,508,2,296.94
24518,16063,365,4,189.12
24519,15375,38,4,259.78
24520,12757,377,1,253.85
24521,29264,520,5,290.77
24522,46685,384,2,242.97
24523,2630,814,4,442.52
24524,24438,762,3,419.96
24525,10648,44,2,394.42
24526,24026,409,2,437.21
24527,37868,853,4,150.98
24528,1636,322,5,423.92
24529,19285,514,5,419.71
24530,2439,162,1,297.9
24531,42009,838,4,136.27
24532,23925,917,3,76.53
24533,6716,122,1,474.36
24534,20643,290,5,400.62
24535,33210,509,4,485.81
24536,9205,858,5,357.39
24537,20366,905,1,323.86
24538,45017,494,4,17.86
24539,42223,294,4,258.18
24540,2554,786,1,375.45
24541,16533,105,3,129.98
24542,12152,763,3,212.88
24543,22159,200,2,199.67
24544,18635,24,3,234.61
24545,25828,784,2,370.85
24546,40148,724,3,214.02
24547,32856,580,1,143.57
24548,36376,56,4,263.77
24549,13810,26,2,313.28
24550,18057,489,4,262.41
24551,16870,543,1,109.93
24552,18707,569,1,210.91
24553,5110,890,4,184.79
24554,10981,257,4,471.67
24555,6963,229,1,495.76
24556,49949,937,5,383.46
24557,48880,748,3,146.99
24558,24724,914,4,91.59
24559,23635,634,5,379.86
24560,30472,88,4,249.42
24561,4349,656,5,175.32
24562,7821,83,1,493.79
24563,7741,787,4,184.96
24564,48183,297,2,288.41
24565,19701,438,3,193.02
24566,45730,201,4,281.6
24567,32094,817,1,170.33
24568,49486,844,3,275.83
24569,1724,260,2,454.03
24570,19651,176,4,426.29
24571,33200,749,2,193.57
24572,34633,681,4,301.6
24573,36588,976,4,49.18
24574,16105,780,5,486.35
24575,47150,132,2,203.12
24576,24072,621,5,336.67
24577,1740,12,4,206.59
24578,43146,304,2,452.37
24579,31178,545,2,212.95
24580,21609,582,5,106.41
24581,20598,865,3,387.61
24582,34870,591,2,330.42
24583,37381,920,1,18.56
24584,14121,160,5,265.85
24585,41397,695,2,430.29
24586,47966,186,1,124.23
24587,15019,281,4,34.46
24588,27500,964,5,347.28
24589,13616,186,4,298.96
24590,42326,955,1,14.29
24591,21470,198,1,395.29
24592,34899,680,3,411.31
24593,38422,5,3,303.4
24594,33084,100,5,333.35
24595,45268,486,5,29.58
24596,26686,600,5,64.2
24597,1167,622,2,242.49
24598,13459,360,5,100.32
24599,16714,284,1,82.81
24600,48033,789,5,250.76
24601,39669,185,1,120.43
24602,4615,747,1,365.13
24603,38885,275,5,333.6
24604,9869,896,2,330.04
24605,22888,627,1,299.32
24606,29903,369,1,231.34
24607,7161,159,4,292.0
24608,46463,289,1,210.6
24609,48918,278,3,59.42
24610,31945,16,1,404.72
24611,47071,64,2,445.63
24612,22436,661,1,250.28
24613,45756,486,5,81.21
24614,34095,679,5,17.62
24615,37240,376,2,336.83
24616,19452,645,3,38.28
24617,40342,897,5,215.03
24618,17076,216,1,54.12
24619,12267,499,5,360.49
24620,13005,191,3,284.01
24621,31521,214,4,76.78
24622,26760,628,1,190.35
24623,11167,527,2,213.18
24624,42994,441,1,435.95
24625,18215,625,2,489.31
24626,47160,295,2,295.67
24627,19100,979,5,239.67
24628,37342,687,2,249.66
24629,27778,887,3,143.98
24630,17307,521,4,430.37
24631,17688,414,5,234.04
24632,4804,514,4,113.62
24633,20332,633,4,239.69
24634,7758,436,3,415.95
24635,21261,775,5,142.75
24636,42799,811,5,183.49
24637,45477,138,1,359.35
24638,20854,201,2,383.62
24639,11502,781,5,386.89
24640,25056,749,5,238.82
24641,24137,506,4,467.99
24642,49360,474,2,151.01
24643,37289,507,3,367.43
24644,11795,717,4,473.57
24645,32629,953,3,73.6
24646,21338,941,1,208.53
24647,5486,514,5,219.58
24648,17010,75,3,19.73
24649,41372,979,4,374.72
24650,4239,802,3,499.5
24651,29421,27,5,397.16
24652,20318,781,2,306.0
24653,9434,64,2,287.81
24654,10926,644,5,466.63
24655,29948,824,1,449.37
24656,7451,548,2,59.47
24657,34339,427,3,67.41
24658,13666,535,3,386.84
24659,18116,781,5,189.53
24660,36880,145,3,216.24
24661,19095,602,1,415.14
24662,43684,801,3,345.81
24663,22669,121,5,333.93
24664,7042,373,5,305.74
24665,2054,257,5,179.52
24666,41098,668,1,256.35
24667,31860,541,1,234.5
24668,36755,219,5,458.43
24669,19890,256,4,141.97
24670,7181,370,3,155.42
24671,2008,997,5,73.09
24672,37139,579,4,350.31
24673,41090,829,5,85.72
24674,25141,554,4,489.82
24675,162,186,2,260.07
24676,22020,418,3,95.27
24677,11654,639,2,97.48
24678,40949,818,2,429.91
24679,19171,594,3,241.74
24680,29322,285,1,378.84
24681,3469,402,4,477.39
24682,14392,161,2,252.12
24683,17468,443,3,186.83
24684,35412,202,4,443.03
24685,36684,866,4,353.74
24686,26336,808,5,439.33
24687,38354,575,4,491.69
24688,7738,132,2,499.47
24689,33201,571,1,171.81
24690,6217,430,1,442.35
24691,15764,93,4,270.14
24692,23143,400,2,435.9
24693,32300,364,3,299.77
24694,36280,166,4,48.86
24695,42616,767,1,282.42
24696,9167,403,1,463.05
24697,40340,159,2,76.74
24698,44418,524,5,275.18
24699,30852,130,2,175.05
24700,24209,960,4,180.75
24701,22930,431,3,149.96
24702,24035,732,1,336.95
24703,49323,899,3,208.94
24704,4226,223,2,372.19
24705,48234,428,1,347.43
24706,26404,453,3,70.61
24707,27900,127,5,228.06
24708,39516,351,1,294.52
24709,8768,372,3,220.24
24710,46534,656,2,96.85
24711,6785,282,5,62.07
24712,13329,354,2,108.83
24713,43768,140,3,80.42
24714,25373,41,5,271.54
24715,48929,361,2,284.23
24716,41168,449,1,14.44
24717,15996,334,3,176.35
24718,3659,652,2,388.21
24719,13221,550,3,158.34
24720,20662,614,1,261.98
24721,5383,754,2,49.48
24722,42471,587,2,453.92
24723,19560,307,5,260.57
24724,44281,661,3,301.39
24725,26270,786,3,237.49
24726,17173,46,1,255.69
24727,10165,330,5,95.53
24728,5891,279,4,340.36
24729,34562,863,3,248.26
24730,4170,68,2,383.16
24731,19948,864,5,189.75
24732,45368,146,3,32.43
24733,18970,846,1,174.91
24734,15683,366,1,391.86
24735,18877,43,1,359.41
24736,7714,966,4,108.65
24737,5352,164,1,137.3
24738,2666,223,4,250.4
24739,15094,749,5,227.76
24740,11011,275,2,335.48
24741,33124,625,4,26.24
24742,462,703,3,116.95
24743,22310,586,5,184.72
24744,10918,117,5,213.36
24745,29035,667,1,250.38
24746,46305,249,4,295.81
24747,20729,978,2,360.54
24748,22012,815,3,25.69
24749,1741,814,2,84.11
24750,47674,662,1,436.57
24751,25650,122,5,378.2
24752,35505,806,3,411.01
24753,33615,671,3,320.63
24754,19422,262,5,383.72
24755,256,384,2,187.19
24756,29461,595,5,137.78
24757,30755,9,1,258.1
24758,34063,159,4,482.74
24759,35698,681,5,498.95
24760,39255,773,3,229.73
24761,21007,615,5,31.02
24762,49402,725,1,141.01
24763,36922,302,1,46.31
24764,4315,926,2,434.3
24765,3272,687,2,372.97
24766,4576,466,4,282.98
24767,18950,546,4,409.31
24768,17694,528,1,172.57
24769,24553,745,4,430.94
24770,6184,790,1,267.05
24771,39311,564,2,497.39
24772,19571,633,2,106.56
24773,43038,67,3,162.96
24774,21202,966,3,79.92
24775,10645,880,5,76.87
24776,4551,156,2,187.72
24777,26684,226,5,131.34
24778,2395,548,3,346.01
24779,1104,845,2,327.59
24780,20377,671,2,351.67
24781,24663,401,4,27.76
24782,24877,181,4,445.05
24783,24217,904,4,292.69
24784,13559,553,3,302.48
24785,40908,753,5,341.84
24786,43103,787,1,75.9
24787,44294,626,4,49.41
24788,8092,900,4,230.54
24789,19601,871,1,135.3
24790,5225,956,5,433.65
24791,30597,37,4,114.23
24792,10920,984,2,497.73
24793,26011,536,5,456.89
24794,22820,474,4,375.38
24795,32142,168,4,430.75
24796,14340,628,2,219.37
24797,22768,375,4,344.32
24798,18621,907,3,235.24
24799,33894,724,3,139.67
24800,38267,976,3,397.11
24801,11553,42,1,236.39
24802,48662,871,3,123.56
24803,24955,880,3,128.33
24804,39107,552,3,121.86
24805,35771,921,1,56.55
24806,43135,223,1,440.68
24807,1715,491,3,91.01
24808,13379,108,3,30.75
24809,47391,955,2,306.25
24810,43510,764,4,205.47
24811,20678,958,2,251.24
24812,7382,926,5,333.89
24813,14350,877,4,307.77
24814,49813,911,2,464.72
24815,34470,259,4,433.87
24816,33614,272,1,106.91
24817,9491,259,3,191.4
24818,22653,177,2,349.55
24819,35519,101,5,357.31
24820,16178,360,2,67.37
24821,8541,409,5,151.14
24822,25989,595,1,384.53
24823,8582,685,3,263.54
24824,20902,794,2,471.05
24825,30387,826,5,25.28
24826,18880,524,1,179.53
24827,31187,747,5,158.31
24828,31596,420,3,381.7
24829,1381,173,3,33.04
24830,11560,510,4,237.57
24831,4185,546,5,365.42
24832,31443,260,2,375.59
24833,34610,766,2,289.96
24834,27795,119,2,275.67
24835,16887,119,3,296.56
24836,44767,138,2,204.5
24837,15650,238,4,33.26
24838,16548,554,3,486.47
24839,13473,623,3,265.72
24840,19683,984,4,449.44
24841,8921,126,2,24.29
24842,15375,578,1,177.13
24843,1834,216,3,452.79
24844,42059,294,4,497.49
24845,21388,283,1,315.66
24846,48988,987,1,160.18
24847,17732,762,1,201.93
24848,2295,469,3,39.35
24849,19432,37,2,116.23
24850,35662,664,1,149.79
24851,139,702,5,41.63
