order_id,customer_id,order_date,order_status,total_amount
6504,5497,09-09-2023,Pending,462.26
6505,6310,16-12-2023,Completed,716.24
6506,7067,10-01-2023,Cancelled,220.22
6507,7018,09-11-2023,Pending,820.87
6508,1276,27-06-2023,Pending,718.27
6509,9633,10-10-2023,Completed,943.6
6510,9222,20-09-2023,Completed,698.45
6511,7683,13-05-2023,Completed,558.91
6512,6483,19-01-2023,Cancelled,475.41
6513,5058,31-05-2023,Completed,315.9
6514,9245,02-03-2023,Completed,580.75
6515,2622,28-06-2023,Completed,28.51
6516,8558,24-10-2023,Completed,36.73
6517,479,18-01-2023,Cancelled,703.81
6518,1016,21-11-2023,Completed,156.67
6519,6273,07-11-2023,Cancelled,628.57
6520,1169,14-07-2023,Pending,475.25
6521,5950,11-05-2023,Cancelled,306.43
6522,8892,05-02-2023,Completed,908.55
6523,1136,17-07-2023,Cancelled,483.27
6524,6793,24-12-2023,Pending,356.73
6525,4360,23-08-2023,Cancelled,977.09
6526,2283,09-06-2023,Pending,785.76
6527,3244,26-07-2023,Cancelled,203.32
6528,262,14-05-2023,Pending,302.78
6529,9739,28-05-2023,Cancelled,63.12
6530,5026,26-09-2023,Cancelled,646.65
6531,6488,05-11-2023,Pending,680
6532,4829,09-03-2023,Cancelled,725.7
6533,8780,20-01-2023,Completed,184.48
6534,8002,30-09-2023,Completed,258.78
6535,6788,20-07-2023,Pending,26.16
6536,7250,07-07-2023,Cancelled,149.58
6537,2596,05-06-2023,Completed,886.33
6538,3706,18-11-2023,Cancelled,277.11
6539,1038,20-01-2023,Pending,989.5
6540,918,05-01-2023,Cancelled,789.91
6541,5216,01-07-2023,Completed,880.43
6542,481,28-11-2023,Pending,114.67
6543,6635,06-10-2023,Cancelled,989.28
6544,3140,21-11-2023,Pending,511.99
6545,2610,30-10-2023,Completed,466.58
6546,1944,18-05-2023,Pending,557.71
6547,8940,18-08-2023,Cancelled,407.21
6548,7476,16-07-2023,Pending,145.1
6549,1478,07-11-2023,Completed,887.81
6550,1117,11-06-2023,Completed,451.54
6551,30,22-09-2023,Pending,27.65
6552,7889,20-04-2023,Pending,136.89
6553,4214,24-11-2023,Cancelled,160.81
6554,5302,27-03-2023,Cancelled,827.96
6555,2028,03-09-2023,Pending,706.2
6556,5493,27-12-2023,Cancelled,557.16
6557,2985,17-10-2023,Completed,362.36
6558,6263,06-11-2023,Completed,190.83
6559,6620,30-09-2023,Pending,724.49
6560,7187,03-01-2023,Completed,752.69
6561,3317,02-05-2023,Completed,254.58
6562,6033,27-06-2023,Cancelled,898.2
6563,8348,28-06-2023,Pending,800.69
6564,6839,19-12-2023,Pending,43.05
6565,8342,21-03-2023,Pending,813.45
6566,5638,03-05-2023,Pending,371.55
6567,4864,29-10-2023,Pending,720.85
6568,5509,24-01-2023,Cancelled,169.92
6569,1113,16-07-2023,Cancelled,656.51
6570,4708,29-01-2023,Pending,98.87
6571,7526,11-07-2023,Cancelled,764.26
6572,9305,11-02-2023,Completed,445.63
6573,5617,27-07-2023,Cancelled,885.49
6574,3512,07-05-2023,Pending,894.61
6575,3694,29-04-2023,Cancelled,596.36
6576,8627,10-11-2023,Cancelled,230.97
6577,6121,26-02-2023,Completed,724.55
6578,6972,09-12-2023,Cancelled,873.07
6579,7981,22-09-2023,Completed,467.18
6580,4500,29-04-2023,Pending,200.34
6581,6433,01-01-2024,Pending,142.09
6582,7966,19-03-2023,Pending,725.86
6583,347,11-01-2023,Pending,299.4
6584,5857,31-12-2023,Completed,911.05
6585,2093,06-07-2023,Completed,428.61
6586,9810,12-06-2023,Completed,744.09
6587,5187,10-01-2023,Completed,231.36
6588,8620,07-08-2023,Completed,769.69
6589,5954,12-12-2023,Pending,879.63
6590,6309,25-10-2023,Cancelled,697.49
6591,2235,26-04-2023,Completed,601.73
6592,8687,16-11-2023,Completed,291.39
6593,1461,13-12-2023,Pending,641.62
6594,2671,12-05-2023,Pending,686.98
6595,4471,14-12-2023,Cancelled,689.15
6596,6545,11-03-2023,Completed,171.35
6597,2925,25-08-2023,Pending,512.17
6598,6442,03-01-2023,Cancelled,949.51
6599,2304,28-07-2023,Cancelled,371.57
6600,7987,19-08-2023,Cancelled,795.27
6601,7035,04-09-2023,Pending,740.64
6602,1837,23-03-2023,Completed,167.44
6603,2274,31-08-2023,Pending,29.64
6604,951,24-08-2023,Cancelled,141.83
6605,4275,06-06-2023,Pending,698.67
6606,2089,25-09-2023,Completed,31.81
6607,1639,21-09-2023,Cancelled,642.51
6608,638,20-04-2023,Cancelled,668.44
6609,7308,13-02-2023,Cancelled,352.82
6610,564,15-08-2023,Pending,193.54
6611,7861,13-03-2023,Completed,153.7
6612,2972,07-08-2023,Cancelled,599.09
6613,2271,14-03-2023,Cancelled,138.75
6614,1657,25-10-2023,Pending,210.3
6615,2869,02-08-2023,Completed,406.39
6616,3716,26-10-2023,Completed,616.32
6617,5929,07-08-2023,Cancelled,506.81
6618,3906,13-05-2023,Pending,408.1
6619,5907,22-02-2023,Cancelled,808.98
6620,5676,08-11-2023,Completed,411.6
6621,4580,08-12-2023,Completed,413.78
6622,6127,10-06-2023,Cancelled,760.04
6623,3805,18-02-2023,Completed,928.89
6624,5712,20-11-2023,Cancelled,267.72
6625,2545,08-11-2023,Pending,183.54
6626,2395,09-03-2023,Completed,375.04
6627,6324,25-12-2023,Completed,766.59
6628,4082,27-06-2023,Cancelled,396.69
6629,3738,31-01-2023,Cancelled,295.8
6630,8630,27-07-2023,Pending,235.95
6631,4087,09-02-2023,Pending,357.03
6632,7364,05-05-2023,Completed,701.98
6633,9334,08-01-2023,Cancelled,841.13
6634,1951,04-12-2023,Pending,459.15
6635,462,27-02-2023,Pending,465.22
6636,1922,23-10-2023,Cancelled,440.24
6637,4568,05-01-2023,Pending,678.28
6638,8532,09-01-2023,Completed,312.97
6639,2917,18-06-2023,Pending,568.08
6640,6590,11-11-2023,Pending,673.71
6641,3473,05-12-2023,Pending,90.67
6642,7399,15-08-2023,Cancelled,431.72
6643,6789,29-08-2023,Completed,604.97
6644,1918,22-08-2023,Completed,603.64
6645,3668,09-09-2023,Cancelled,429.77
6646,8422,03-02-2023,Completed,196.59
6647,9977,26-11-2023,Pending,726.12
6648,6183,15-10-2023,Pending,127.34
6649,1726,05-07-2023,Pending,220.52
6650,8393,05-05-2023,Pending,436.59
6651,416,11-06-2023,Cancelled,215.47
6652,4350,20-06-2023,Completed,734.89
6653,1571,18-12-2023,Pending,397.25
6654,6876,17-08-2023,Cancelled,612.61
6655,8909,29-09-2023,Completed,722.51
6656,7698,08-08-2023,Pending,231.53
6657,1290,10-04-2023,Cancelled,802.75
6658,1179,06-05-2023,Completed,847.39
6659,553,26-01-2023,Cancelled,57.21
6660,4446,14-06-2023,Completed,151.17
6661,8189,24-01-2023,Pending,880.23
6662,966,01-11-2023,Pending,732.39
6663,425,13-08-2023,Pending,556.25
6664,9830,07-11-2023,Pending,59.96
6665,9317,11-07-2023,Pending,243.58
6666,10000,07-02-2023,Cancelled,499.57
6667,4838,21-12-2023,Cancelled,167.13
6668,8728,05-07-2023,Cancelled,195.06
6669,4502,03-08-2023,Pending,526.46
6670,7619,02-10-2023,Pending,280.47
6671,7217,24-09-2023,Completed,415.92
6672,4265,26-03-2023,Pending,310.01
6673,8724,08-10-2023,Cancelled,444.65
6674,7052,26-08-2023,Completed,819.59
6675,5278,23-04-2023,Completed,225.35
6676,9611,11-09-2023,Cancelled,470.65
6677,2150,15-12-2023,Completed,84.2
6678,7218,09-07-2023,Pending,859.49
6679,9300,09-12-2023,Cancelled,372.72
6680,1743,27-11-2023,Cancelled,356.78
6681,4566,08-11-2023,Completed,362.11
6682,4446,14-08-2023,Cancelled,124.25
6683,2415,21-12-2023,Cancelled,667.15
6684,8122,15-09-2023,Pending,430.01
6685,7672,25-10-2023,Pending,331.27
6686,3215,20-06-2023,Pending,51.88
6687,3094,30-07-2023,Completed,881.82
6688,7976,17-10-2023,Pending,91.68
6689,9323,07-12-2023,Completed,311.48
6690,7236,17-02-2023,Completed,876.16
6691,2414,29-06-2023,Pending,367.68
6692,9226,27-04-2023,Pending,509.45
6693,274,04-08-2023,Pending,129.47
6694,5317,26-06-2023,Cancelled,737.36
6695,5603,30-07-2023,Completed,383.38
6696,7580,20-08-2023,Completed,170.19
6697,7464,12-12-2023,Completed,83.14
6698,7268,21-04-2023,Cancelled,933.43
6699,9338,21-02-2023,Pending,569.19
6700,6084,19-06-2023,Completed,839.32
6701,5336,20-12-2023,Cancelled,73.72
6702,1550,29-04-2023,Cancelled,67.53
6703,1608,26-03-2023,Cancelled,172.08
6704,8972,21-12-2023,Pending,274.23
6705,8853,13-08-2023,Pending,662.75
6706,5281,04-04-2023,Pending,755.94
6707,6048,03-08-2023,Completed,542.73
6708,6527,29-05-2023,Cancelled,411.65
6709,6539,02-10-2023,Pending,622
6710,6606,14-03-2023,Pending,666.35
6711,2971,12-02-2023,Pending,55.59
6712,8952,02-04-2023,Completed,386.2
6713,8895,31-05-2023,Pending,897.76
6714,8656,10-07-2023,Cancelled,44.62
6715,2397,30-07-2023,Completed,640.62
6716,5479,19-11-2023,Cancelled,220.33
6717,2960,03-05-2023,Completed,299.98
6718,2221,22-06-2023,Cancelled,978.03
6719,1897,07-09-2023,Pending,502.61
6720,7096,05-04-2023,Pending,729.59
6721,3434,16-12-2023,Completed,648.08
6722,8129,02-12-2023,Cancelled,609.39
6723,4693,04-12-2023,Cancelled,526.17
6724,6309,04-12-2023,Completed,669.86
6725,8804,13-01-2023,Pending,638.36
6726,6507,21-04-2023,Cancelled,753.51
6727,8231,09-06-2023,Pending,533.46
6728,4771,29-11-2023,Completed,191.02
6729,262,17-01-2023,Pending,873.92
6730,4779,31-05-2023,Pending,306.9
6731,8487,09-03-2023,Cancelled,795.18
6732,9555,13-10-2023,Completed,243.6
6733,2665,28-09-2023,Cancelled,969.74
6734,9866,10-08-2023,Pending,76.63
6735,9785,06-09-2023,Pending,403.65
6736,1534,17-08-2023,Pending,645.84
6737,8596,06-05-2023,Completed,171.64
6738,915,08-07-2023,Completed,836.91
6739,2983,21-04-2023,Pending,771.15
6740,4561,13-08-2023,Pending,30.84
6741,5180,12-12-2023,Pending,325.38
6742,1605,26-01-2023,Cancelled,659.01
6743,7067,19-05-2023,Pending,226.13
6744,4567,12-04-2023,Cancelled,877.44
6745,5526,02-06-2023,Pending,167.78
6746,4362,21-11-2023,Completed,903.26
6747,7260,05-04-2023,Completed,751.16
6748,3192,23-05-2023,Pending,312.39
6749,6069,13-05-2023,Pending,656.37
6750,7902,07-05-2023,Pending,496.5
6751,9113,26-06-2023,Pending,643.16
6752,1229,24-04-2023,Completed,923.17
6753,8949,11-03-2023,Cancelled,114.28
6754,7535,05-09-2023,Pending,39.25
6755,99,11-12-2023,Completed,359.23
6756,6481,07-12-2023,Cancelled,821.57
6757,4264,29-07-2023,Pending,67.17
6758,5644,04-09-2023,Cancelled,459.72
6759,6154,04-06-2023,Pending,977.25
6760,1150,12-12-2023,Pending,639.74
6761,1646,20-01-2023,Completed,105.31
6762,195,01-03-2023,Completed,888.36
6763,4113,28-04-2023,Pending,349.93
6764,4868,18-12-2023,Completed,91.77
6765,4880,06-02-2023,Pending,947.28
6766,1418,06-11-2023,Pending,222.32
6767,7938,25-12-2023,Completed,788.6
6768,1310,23-05-2023,Pending,457.17
6769,525,12-05-2023,Pending,266.94
6770,9329,16-05-2023,Completed,65.48
6771,3922,30-09-2023,Cancelled,233.09
6772,4957,30-09-2023,Pending,439.59
6773,8623,08-01-2023,Cancelled,135.37
6774,7233,03-06-2023,Cancelled,882.26
6775,8604,30-04-2023,Cancelled,917.86
6776,6028,02-09-2023,Completed,282.7
6777,92,26-09-2023,Cancelled,282.87
6778,5477,27-11-2023,Cancelled,294.82
6779,3346,29-09-2023,Completed,950.36
6780,8786,27-06-2023,Pending,98.46
6781,1994,29-05-2023,Completed,218.68
6782,7272,02-01-2023,Pending,38.79
6783,6535,31-08-2023,Cancelled,695.41
6784,5065,29-06-2023,Pending,779.9
6785,6171,19-03-2023,Cancelled,986.75
6786,8024,29-04-2023,Pending,921.16
6787,8007,15-11-2023,Pending,400.48
6788,9432,19-02-2023,Pending,809.61
6789,5729,21-04-2023,Completed,848.15
6790,6246,07-08-2023,Cancelled,336.29
6791,7340,25-08-2023,Cancelled,786.29
6792,8646,27-01-2023,Cancelled,836.15
6793,8981,10-07-2023,Completed,820.06
6794,7076,11-03-2023,Completed,244.26
6795,4517,04-11-2023,Cancelled,350.89
6796,3999,18-05-2023,Cancelled,363.99
6797,2330,03-03-2023,Completed,274.31
6798,3519,23-02-2023,Cancelled,664.56
6799,9462,31-10-2023,Completed,559.27
6800,4448,05-12-2023,Pending,405.01
6801,3379,13-08-2023,Pending,927.91
6802,8606,13-05-2023,Pending,844.26
6803,7648,07-06-2023,Cancelled,189.75
6804,3079,28-09-2023,Cancelled,295.09
6805,8594,12-07-2023,Pending,503.6
6806,6879,27-01-2023,Cancelled,573.69
6807,1179,29-07-2023,Pending,937.39
6808,7311,02-03-2023,Completed,932.99
6809,8497,21-02-2023,Pending,797.26
6810,951,30-04-2023,Completed,696.71
6811,5068,23-08-2023,Completed,971.17
6812,9586,04-10-2023,Completed,722.58
6813,3389,07-10-2023,Pending,302.63
6814,4134,30-01-2023,Cancelled,709.16
6815,6709,18-05-2023,Pending,490.19
6816,3892,04-10-2023,Completed,807
6817,557,04-06-2023,Completed,254.69
6818,3255,08-12-2023,Pending,222.93
6819,1646,30-08-2023,Cancelled,842.21
6820,4498,11-11-2023,Cancelled,595.11
6821,6620,02-04-2023,Completed,322.59
6822,2837,29-07-2023,Completed,578.17
6823,4425,07-06-2023,Pending,573.76
6824,4234,19-02-2023,Completed,987.13
6825,4704,12-12-2023,Completed,877.94
6826,2261,27-11-2023,Pending,68.03
6827,6227,30-04-2023,Cancelled,202.17
6828,8636,30-03-2023,Pending,39.04
6829,8017,01-11-2023,Pending,650.17
6830,4525,31-01-2023,Pending,138.61
6831,7224,17-10-2023,Completed,900.27
6832,7541,02-02-2023,Pending,468.55
6833,5905,13-07-2023,Completed,274.52
6834,2718,16-02-2023,Cancelled,620.12
6835,8015,28-01-2023,Completed,689.28
6836,8130,16-08-2023,Pending,311.58
6837,2882,24-06-2023,Pending,526
6838,6036,30-12-2023,Completed,43.6
6839,7656,18-07-2023,Cancelled,833.95
6840,9298,22-09-2023,Pending,229.16
6841,8800,24-06-2023,Cancelled,545.54
6842,7076,31-10-2023,Pending,580.59
6843,1804,20-06-2023,Pending,960.46
6844,4311,24-05-2023,Pending,655.84
6845,4163,09-10-2023,Completed,111.07
6846,7775,19-08-2023,Pending,62.28
6847,9209,15-12-2023,Cancelled,810.58
6848,2285,15-04-2023,Completed,230.45
6849,8304,30-04-2023,Cancelled,389.75
6850,5633,11-07-2023,Cancelled,504.31
6851,2232,27-09-2023,Pending,71.86
6852,9316,20-03-2023,Pending,798.15
6853,3495,30-09-2023,Cancelled,381
6854,1215,07-04-2023,Pending,44.96
6855,8804,08-03-2023,Completed,851.32
6856,4490,02-05-2023,Completed,644.35
6857,7668,30-09-2023,Cancelled,558.47
6858,2162,03-08-2023,Completed,678.22
6859,4886,18-03-2023,Completed,306.13
6860,6856,25-10-2023,Pending,916.59
6861,6736,04-03-2023,Pending,984.01
6862,6393,23-10-2023,Completed,270.78
6863,5067,25-09-2023,Pending,929.56
6864,9990,21-02-2023,Cancelled,296.15
6865,9837,01-07-2023,Completed,678.76
6866,2910,29-10-2023,Pending,610
6867,7279,13-05-2023,Cancelled,899.57
6868,2379,19-09-2023,Pending,618.69
6869,1325,02-04-2023,Pending,392.71
6870,6893,20-01-2023,Completed,833.42
6871,4710,13-11-2023,Pending,162.94
6872,5995,17-04-2023,Completed,245.07
6873,6509,14-09-2023,Cancelled,120.5
6874,7517,10-04-2023,Pending,697.82
6875,6451,15-01-2023,Pending,370.31
6876,8092,24-03-2023,Cancelled,331.8
6877,6879,14-06-2023,Completed,804.79
6878,5666,17-09-2023,Pending,733.4
6879,9887,20-04-2023,Cancelled,874.57
6880,3974,26-10-2023,Pending,30.27
6881,3922,17-04-2023,Completed,752.28
6882,9853,22-11-2023,Pending,855.41
6883,8099,29-07-2023,Completed,200.83
6884,5384,04-03-2023,Cancelled,581.19
6885,4150,22-03-2023,Cancelled,174.58
6886,7360,06-08-2023,Cancelled,268.37
6887,4662,12-01-2023,Pending,447.74
6888,1067,14-11-2023,Completed,375.39
6889,1628,21-01-2023,Pending,99.88
6890,1559,12-08-2023,Pending,413.66
6891,4935,28-12-2023,Cancelled,598.83
6892,8235,28-06-2023,Pending,428.82
6893,340,01-02-2023,Pending,595.52
6894,269,13-03-2023,Pending,45.75
6895,1295,27-07-2023,Completed,888.75
6896,805,19-11-2023,Pending,497.07
6897,3754,12-07-2023,Cancelled,807.92
6898,6528,23-06-2023,Cancelled,556.84
6899,512,10-08-2023,Cancelled,130.65
6900,5712,03-04-2023,Cancelled,397.26
6901,3160,13-02-2023,Pending,597.42
6902,1108,11-08-2023,Cancelled,44.63
6903,7325,07-08-2023,Cancelled,56.75
6904,7172,05-10-2023,Completed,763.84
6905,3458,23-08-2023,Pending,431.36
6906,8078,20-04-2023,Cancelled,894.28
6907,3143,15-04-2023,Cancelled,813.53
6908,1478,09-09-2023,Cancelled,871.65
6909,7394,15-06-2023,Cancelled,526.03
6910,8442,04-08-2023,Cancelled,904.71
6911,9092,07-04-2023,Pending,367.52
6912,1131,04-07-2023,Pending,808.58
6913,3018,05-09-2023,Pending,919.17
6914,7821,09-06-2023,Completed,102.27
6915,7808,18-08-2023,Pending,250.91
6916,5970,26-04-2023,Pending,80.21
6917,2301,28-07-2023,Pending,862.89
6918,4095,04-10-2023,Cancelled,169.83
6919,2423,04-12-2023,Cancelled,953.41
6920,3410,18-06-2023,Completed,547.74
6921,5185,02-08-2023,Pending,482.43
6922,8623,18-02-2023,Cancelled,38.29
6923,3722,01-01-2024,Cancelled,638.29
6924,4046,28-05-2023,Cancelled,364.89
6925,5226,24-02-2023,Completed,907.38
6926,8373,26-03-2023,Cancelled,735.9
6927,9716,19-07-2023,Completed,484.87
6928,6260,22-01-2023,Pending,105.26
6929,2889,14-07-2023,Cancelled,449.54
6930,1871,29-07-2023,Completed,687.77
6931,3706,26-02-2023,Cancelled,105.71
6932,1772,17-12-2023,Pending,214.69
6933,3146,28-08-2023,Completed,189.09
6934,9281,17-04-2023,Completed,943.82
6935,6356,31-10-2023,Cancelled,659.7
6936,7958,31-05-2023,Pending,224.85
6937,2849,01-05-2023,Completed,859.67
6938,8406,21-04-2023,Completed,627.72
6939,1143,30-09-2023,Pending,574.06
6940,8009,23-12-2023,Cancelled,981.68
6941,1390,31-01-2023,Pending,361.12
6942,2718,10-09-2023,Completed,708.74
6943,3993,29-05-2023,Pending,334.53
6944,3965,13-09-2023,Pending,948.2
6945,338,21-02-2023,Cancelled,779.46
6946,4185,10-07-2023,Completed,385.38
6947,5475,04-02-2023,Pending,907.15
6948,5724,17-01-2023,Completed,986.45
6949,956,08-12-2023,Cancelled,66.16
6950,9622,05-01-2023,Pending,428.71
6951,592,17-06-2023,Pending,510.68
6952,4684,05-01-2023,Cancelled,891.5
6953,7468,04-09-2023,Pending,451.29
6954,4832,13-11-2023,Pending,702.35
6955,9551,04-02-2023,Pending,713.05
6956,5974,23-08-2023,Pending,563.63
6957,498,01-08-2023,Pending,518.63
6958,8838,09-09-2023,Pending,390.61
6959,9554,18-03-2023,Cancelled,702.75
6960,3009,12-02-2023,Pending,523.44
6961,3648,01-09-2023,Completed,218.31
6962,7057,04-08-2023,Cancelled,893.35
6963,7510,19-12-2023,Cancelled,750.63
6964,6440,23-06-2023,Completed,217.73
6965,6243,28-09-2023,Completed,576.02
6966,9081,12-09-2023,Completed,973.6
6967,7581,09-07-2023,Pending,161.43
6968,8514,22-02-2023,Pending,623.76
6969,4338,23-07-2023,Completed,945.42
6970,2526,30-12-2023,Cancelled,348.13
6971,5174,15-08-2023,Pending,517.33
6972,7476,07-10-2023,Pending,778.5
6973,2184,20-10-2023,Completed,68.59
6974,8304,25-05-2023,Cancelled,55.81
6975,5032,23-11-2023,Completed,403.55
6976,8893,02-07-2023,Pending,595.75
6977,9438,02-04-2023,Cancelled,848.39
6978,6400,13-05-2023,Pending,316.6
6979,9707,24-06-2023,Completed,268.91
6980,1555,15-03-2023,Cancelled,394.49
6981,9014,05-03-2023,Cancelled,610.38
6982,398,01-10-2023,Pending,497.23
6983,73,03-01-2023,Cancelled,328.43
6984,5110,08-01-2023,Completed,930.73
6985,4534,13-12-2023,Completed,939.49
6986,111,11-11-2023,Completed,743.17
6987,2889,28-06-2023,Pending,98.02
6988,6758,07-09-2023,Completed,331.61
6989,3173,21-07-2023,Pending,774.61
6990,4492,26-06-2023,Pending,453.93
6991,966,07-05-2023,Pending,721.25
6992,2798,27-01-2023,Completed,469.73
6993,1172,31-01-2023,Completed,359.64
6994,916,13-01-2023,Cancelled,933.11
6995,9340,29-08-2023,Completed,511.06
6996,3203,18-11-2023,Cancelled,991.63
6997,5613,20-12-2023,Pending,359.87
6998,694,18-12-2023,Pending,715.81
6999,4671,08-12-2023,Completed,998.22
7000,3061,09-03-2023,Completed,97.41
7001,8121,13-10-2023,Completed,752.95
7002,9009,31-05-2023,Completed,99.09
7003,9032,30-06-2023,Completed,899.35
7004,9800,23-03-2023,Completed,781.37
7005,1559,10-08-2023,Cancelled,629.32
7006,7696,02-02-2023,Cancelled,895.01
7007,3946,29-04-2023,Completed,569.34
7008,3591,15-10-2023,Completed,20.35
7009,8133,26-10-2023,Cancelled,977
7010,2595,24-05-2023,Pending,288.23
7011,7724,17-01-2023,Pending,686.43
7012,9329,20-12-2023,Cancelled,379.24
7013,9878,25-09-2023,Pending,854.19
7014,4292,05-05-2023,Pending,635.25
7015,3412,07-06-2023,Pending,315.29
7016,6358,16-11-2023,Completed,152.07
7017,8316,09-05-2023,Cancelled,233.63
7018,5903,14-06-2023,Pending,341.85
7019,4166,15-08-2023,Cancelled,967.99
7020,668,07-11-2023,Pending,385.85
7021,5994,04-05-2023,Completed,564.26
7022,2369,15-03-2023,Cancelled,527.45
7023,9376,11-08-2023,Cancelled,479.94
7024,5243,19-09-2023,Pending,493.72
7025,7833,09-02-2023,Completed,693.48
7026,3127,14-04-2023,Completed,239.99
7027,7669,13-02-2023,Completed,385.4
7028,3541,14-11-2023,Pending,918.42
7029,767,18-10-2023,Completed,291.48
7030,9473,31-03-2023,Pending,861.12
7031,1924,03-05-2023,Cancelled,459.42
7032,5206,21-07-2023,Completed,128.27
7033,4900,14-10-2023,Completed,707.08
7034,9433,03-08-2023,Cancelled,629.75
7035,670,20-04-2023,Completed,466.63
7036,3266,17-02-2023,Cancelled,458.89
7037,8172,19-02-2023,Completed,576.09
7038,7833,07-11-2023,Pending,443.22
7039,7386,05-11-2023,Completed,918.72
7040,4811,22-10-2023,Completed,750.45
7041,1829,05-03-2023,Cancelled,911.08
7042,4558,18-08-2023,Pending,608.17
7043,5029,03-06-2023,Completed,780.75
7044,1344,25-05-2023,Cancelled,837.47
7045,3801,16-06-2023,Completed,919.37
7046,2895,06-03-2023,Cancelled,152.89
7047,9730,02-04-2023,Cancelled,850.58
7048,2329,03-03-2023,Pending,995.51
7049,4577,20-05-2023,Cancelled,649.07
7050,7313,07-12-2023,Pending,635.04
7051,6428,06-11-2023,Pending,100.43
7052,8624,19-09-2023,Cancelled,360.24
7053,8572,15-07-2023,Pending,748.57
7054,1604,07-01-2023,Cancelled,186.08
7055,9578,28-05-2023,Pending,46.42
7056,3491,29-05-2023,Cancelled,239.67
7057,289,22-07-2023,Pending,384.08
7058,9243,03-11-2023,Completed,876.92
7059,3260,21-07-2023,Completed,319.88
7060,2128,14-12-2023,Pending,532.41
7061,7120,17-09-2023,Cancelled,796.71
7062,718,17-10-2023,Completed,126.61
7063,9812,22-02-2023,Cancelled,542.01
7064,1530,01-12-2023,Cancelled,898.91
7065,5262,22-08-2023,Completed,812.75
7066,5657,24-06-2023,Pending,370.21
7067,5774,25-07-2023,Cancelled,35.89
7068,3548,06-04-2023,Completed,432.48
7069,4694,20-04-2023,Completed,547.29
7070,6759,20-09-2023,Pending,589.43
7071,6169,07-03-2023,Cancelled,364.89
7072,8574,02-10-2023,Pending,356.21
7073,9290,14-07-2023,Completed,909.17
7074,8963,27-02-2023,Cancelled,400.81
7075,8492,14-06-2023,Cancelled,417.7
7076,5287,10-01-2023,Completed,520.98
7077,3637,26-01-2023,Cancelled,28.35
7078,2150,07-06-2023,Pending,727.64
7079,3728,27-11-2023,Cancelled,185.06
7080,4925,20-06-2023,Completed,632.53
7081,5888,19-01-2023,Cancelled,453.92
7082,2785,04-07-2023,Completed,571.25
7083,5169,20-03-2023,Cancelled,127.48
7084,3023,10-04-2023,Cancelled,438.49
7085,937,23-12-2023,Cancelled,801.89
7086,5511,14-12-2023,Completed,812.79
7087,8955,29-01-2023,Pending,412.49
7088,2230,03-05-2023,Cancelled,169.15
7089,1913,24-01-2023,Completed,67.97
7090,5760,09-02-2023,Cancelled,609.29
7091,7448,04-02-2023,Pending,484.78
7092,7346,03-10-2023,Pending,286.4
7093,5225,04-09-2023,Pending,374.19
7094,1518,14-09-2023,Cancelled,628.32
7095,9822,16-02-2023,Completed,261.01
7096,4041,20-05-2023,Completed,89.34
7097,5310,12-11-2023,Pending,960.27
7098,1254,17-10-2023,Cancelled,237.65
7099,9645,04-05-2023,Pending,55.79
7100,8381,21-02-2023,Cancelled,862.01
7101,3421,03-04-2023,Pending,273.48
7102,5549,16-01-2023,Cancelled,110.53
7103,6008,07-07-2023,Cancelled,764.4
7104,7961,18-01-2023,Cancelled,240.51
7105,2407,16-07-2023,Completed,916.54
7106,7106,09-02-2023,Completed,791.56
7107,7850,02-05-2023,Completed,206.2
7108,6622,03-02-2023,Cancelled,749.49
7109,9965,13-04-2023,Pending,47.13
7110,6173,25-06-2023,Pending,332.97
7111,1912,04-05-2023,Completed,135.31
7112,832,12-01-2023,Completed,514.31
7113,166,27-06-2023,Completed,160.44
7114,2563,30-03-2023,Completed,392.35
7115,65,27-03-2023,Completed,268.33
7116,5368,14-10-2023,Completed,489.63
7117,6744,15-06-2023,Pending,163.38
7118,7202,10-01-2023,Cancelled,435.21
7119,5371,17-02-2023,Pending,144.37
7120,6248,20-04-2023,Cancelled,450.12
7121,7195,25-05-2023,Pending,301.84
7122,146,26-02-2023,Cancelled,874.68
7123,580,10-10-2023,Pending,563.85
7124,1330,19-03-2023,Completed,187.85
7125,8853,17-02-2023,Pending,606.22
7126,2207,28-07-2023,Cancelled,413.36
7127,5627,21-02-2023,Cancelled,175.55
7128,6076,04-12-2023,Completed,798.54
7129,2260,08-08-2023,Completed,47.08
7130,8437,23-07-2023,Cancelled,663.41
7131,8057,18-09-2023,Completed,776.78
7132,3811,30-08-2023,Cancelled,317.73
7133,6340,11-05-2023,Pending,78.62
7134,5244,03-05-2023,Pending,281.7
7135,6618,28-12-2023,Cancelled,122.97
7136,5633,10-01-2023,Completed,178.08
7137,7332,29-11-2023,Pending,968.37
7138,7058,25-05-2023,Pending,602.06
7139,7237,02-03-2023,Pending,527.79
7140,1265,09-01-2023,Cancelled,158.38
7141,3038,06-02-2023,Cancelled,518.18
7142,8259,11-01-2023,Pending,659.49
7143,1890,27-11-2023,Cancelled,384.72
7144,8557,21-04-2023,Completed,714.8
7145,3773,11-04-2023,Completed,332.71
7146,4880,26-09-2023,Cancelled,108.54
7147,6581,05-08-2023,Cancelled,625.57
7148,9073,10-11-2023,Pending,464.7
7149,994,04-10-2023,Completed,602.66
7150,1015,04-11-2023,Pending,550.23
7151,7326,08-11-2023,Cancelled,387.62
